"","my.var","Reads","Phylum","Species","file","name","Sites","Fish_No","Lab Number (new)","LIMS (original tube ID)","ID #","Weight_g","Length_cm","Kfactor","Location","Long","Lat","Date of Capture","Dato uttak HI","Comments","Tail length (cm)","Gonad score","M/F","SEmptyach content","Tapeworm","Nematode","prop","ypos"
"542","76",1606,"Arthropoda","Aedes aegypti","Invertebrates/D110.xlsx","110","Site 10","F16",110,"41567","8-014-2012",2935,65,1.06873008648157,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.2,"2","M","Fish+Krill","Yes","NA",37.966903073286,81.016548463357
"543","80",1742,"Arthropoda","Aedes aegypti","Invertebrates/D111.xlsx","111","Site 10","F17",111,"41564","8-040-2012",3156,65,1.14920345926263,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,1.3,"1","M","Fish+Krill","Yes","NA",32.1283659166359,83.935817041682
"544","87",778,"Arthropoda","Aedes aegypti","Invertebrates/D112.xlsx","112","Site 10","F18",112,"41549","8-016-2012",3352,71,0.936545677556711,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,2.6,"1","F","Krill","Yes","NA",13.8978206502322,93.0510896748839
"545","99",5580,"Arthropoda","Aedes aegypti","Invertebrates/D113.xlsx","113","Site 10","F19",113,"41561","8-021-2012",3104,64,1.18408203125,"Bugøynes",29.673126,69.987245,1900-01-01 02:06:12,0.905925926,NA,1.6,"2","M","Fish","Yes","NA",32.5402379286214,83.7298810356893
"546","126",778,"Arthropoda","Aedes aegypti","Invertebrates/D14.xlsx","14","Site 6","F3",14,"41434","22-019-2012",3022,65.5,1.07540130715349,"Nordkapp",26.14643,70.953424,2012-08-01 00:00:00,0.530925926,NA,2.2,"4","M","Empty","No","No",12.8213579433092,93.5893210283454
"547","170",162,"Arthropoda","Aedes aegypti","Invertebrates/D20.xlsx","20","Site 6","F5",20,"41443","22-007-2012",2986,66.5,1.01537126211991,"Nordkapp",26.14643,70.953424,2012-07-17 00:00:00,0.530925926,NA,1.4,"2","M","Krill","No","No",0.127350481101817,99.9363247594491
"548","278",274,"Arthropoda","Aedes aegypti","Invertebrates/D35.xlsx","35","Site 10","F3",35,"41552","8-046-2012",3312,69,1.00819155639572,"Bugøynes",29.673126,69.987245,1900-01-01 03:06:12,0.905925926,NA,2.2,"2","M","Krill","Yes","NA",13.7826961770624,93.1086519114688
"549","290",500,"Arthropoda","Aedes aegypti","Invertebrates/D36.xlsx","36","Site 8","F9",36,"41501","81-115-2012",3628,67,1.2062653983369,"Andøya",15.619177,69.138241,2012-08-01 00:00:00,0.799444444444445,NA,1.2,"3","M","Empty","No","No",0.733869547349263,99.6330652263254
"550","473",14956,"Arthropoda","Aedes aegypti","Invertebrates/MG104.xlsx","104","Site 10","F14",104,"41548","8-110-2012",2161,62,0.906733577254876,"Bugøynes",29.673126,69.987245,1900-01-01 04:06:12,0.905925926,NA,1.6,"3","M","NA","NA","NA",38.0134200894673,80.9932899552664
"551","551",1004,"Arthropoda","Aedes aegypti","Invertebrates/MG99.xlsx","99","Site 10","F13",99,"41562","8-166-2012",1872,59,0.911485594924505,"Bugøynes",29.673126,69.987245,1899-12-31 03:07:12,0.905925926,NA,2.4,"3","M","Krill","Yes","NA",34.478021978022,82.760989010989
"552","23",20,"Arthropoda","Acyrthosiphon pisum","Invertebrates/D10.xlsx","10","Site 11","F2",10,"41594","31-068-2012",4216,73,1.08375726510667,"Alta",23.211147,70.002317,1899-12-31 11:07:12,1.09111111111111,NA,2.7,"2","M","Fish","Yes","No",0.00739043677481339,99.9963047816126
